stable;curl
stable;jq
backports;hyprland
stable;rsync
stable;unzip
backports;kitty
backports;hyprlock
backports;hypridle
stable;rofi
stable;pavucontrol
stable;nautilus
stable;fastfetch
stable;htop
stable;btop
stable;zsh
stable;firefox-esr
stable;wl-clipboard
backports;nwg-displays
stable;wlogout
stable;nmap
backports;fonts-material-design-icons-iconfont
backports;hyprland-guiutils
stable;nm-connection-editor
stable;imagemagick
